NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
1,2,4,8,1,STEM,750,4,70000,12,Male,White or of European descent,40,2
,1,2,6,1,NON-STEM,15,4,65000,14,Male,White or of European descent,21,2
1,6,6,9,3,NON-STEM,60,7,89000,12,Male,,40,3
2,,2,6,2,NON-STEM,750,10,80000,12,Male,White or of European descent,30,3
1,2,2,5,2,STEM,300,4,80000,12,Male,White or of European descent,30,3
1,,2,6,1,STEM,750,25,221000,4,Male,White or of European descent,50,6
2,2,3,8,4,STEM,3000,7,108000,8,Male,White or of European descent,30,4
,1,,9,3,STEM,20000,13,106500,8,Male,Other,30,4
,,1,7,3,STEM,20000,4,73500,12,Non-Male,White or of European descent,30,2
2,,1,4,4,NON-STEM,60,4,95000,14,Male,White or of European descent,30,3
,,2,6,4,NON-STEM,20000,4,96000,8,Male,White or of European descent,40,3
2,4,4,15,4,STEM,20000,13,135000,14,Male,White or of European descent,30,4
3,3,8,11,1,,300,16,180000,12,Male,,40,5
,3,2,5,3,NON-STEM,15,7,55000,8,Non-Male,White or of European descent,30,2
,1,1,7,3,STEM,15,7,100000,12,Male,White or of European descent,30,3
2,3,2,7,3,STEM,20000,1,65000,14,Male,East Asian,21,2
2,10,2,12,1,NON-STEM,20000,30,135000,12,Male,White or of European descent,60,4
,2,3,3,1,,60,19,116000,12,Male,White or of European descent,50,4
1,1,1,4,3,STEM,60,22,120000,12,Male,White or of European descent,50,4
1,1,1,5,4,STEM,60,4,115000,12,Male,White or of European descent,40,4
1,1,1,5,3,STEM,5,4,70000,12,Male,White or of European descent,30,2
1,4,2,7,1,,300,16,113000,14,Male,White or of European descent,30,4
3,4,4,8,3,STEM,20000,19,91000,8,Male,White or of European descent,60,3
4,3,4,7,3,STEM,300,10,87000,12,Male,White or of European descent,40,3
,,1,2,3,NON-STEM,60,1,52000,8,Non-Male,White or of European descent,30,2
,,1,2,3,STEM,300,10,110000,12,Male,White or of European descent,40,4
2,1,2,6,3,STEM,60,4,49000,14,Male,White or of European descent,30,1
,,1,6,3,NON-STEM,60,1,75000,12,Male,White or of European descent,30,2
,,2,4,3,STEM,750,4,105000,12,Male,White or of European descent,30,4
,1,1,5,1,STEM,15,22,75000,12,Male,White or of European descent,50,2
4,6,5,7,1,STEM,15,10,75000,12,,,,2
1,,,4,3,STEM,20000,19,80000,12,Male,White or of European descent,40,3
1,2,2,4,1,NON-STEM,300,19,50000,12,Non-Male,White or of European descent,40,1
1,3,2,12,3,STEM,300,13,120000,14,Male,White or of European descent,21,4
1,2,1,10,1,,60,7,65000,12,Male,White or of European descent,30,2
,2,1,5,1,STEM,300,4,125000,12,Male,White or of European descent,30,4
,,2,1,4,STEM,3000,28,124000,8,Male,White or of European descent,50,4
1,3,6,8,3,NON-STEM,15,7,85000,8,Non-Male,White or of European descent,30,3
,2,2,5,3,STEM,15,4,40000,12,Male,White or of European descent,30,1
2,,3,4,4,STEM,7500,4,140000,8,Male,White or of European descent,21,4
1,1,1,5,3,STEM,15,13,112000,12,Male,White or of European descent,30,4
3,6,3,7,1,NON-STEM,15,10,100000,12,Male,White or of European descent,40,3
,2,5,10,1,,60,7,100000,12,Male,White or of European descent,30,3
2,1,1,8,1,,750,7,116000,12,Male,White or of European descent,30,4
,,2,7,4,STEM,15,1,60000,12,Male,White or of European descent,30,2
2,,2,9,2,STEM,5,4,59529,14,Male,White or of European descent,30,2
1,1,1,7,1,NON-STEM,300,4,87500,8,Male,White or of European descent,50,3
1,2,,5,3,STEM,7500,4,141000,12,Male,East Asian,30,4
,5,3,7,3,STEM,300,4,60000,12,Male,White or of European descent,30,2
2,,2,3,3,STEM,20000,1,58000,8,Male,White or of European descent,30,2
1,3,3,3,4,STEM,300,4,120000,8,Male,East Asian,30,4
1,3,2,5,4,STEM,60,1,65000,12,Male,East Asian,30,2
1,2,,4,4,STEM,20000,7,110000,12,Male,White or of European descent,30,4
,5,2,12,3,NON-STEM,7500,7,94000,12,Male,White or of European descent,30,3
,1,1,7,3,STEM,3000,4,53000,8,,White or of European descent,30,2
2,2,2,5,4,STEM,20000,16,150000,14,Male,White or of European descent,40,4
,,5,4,3,STEM,20000,1,120000,12,Male,East Asian,40,4
,2,1,3,4,STEM,5,1,85000,8,Male,Hispanic or Latino/Latina,30,3
3,6,6,11,4,STEM,20000,4,175000,12,Male,White or of European descent,30,5
,1,,3,2,STEM,20000,4,78000,12,Male,White or of European descent,21,3
,2,1,2,2,STEM,60,1,45000,12,Male,White or of European descent,40,1
,3,1,3,3,STEM,20000,10,130000,12,Male,Other,30,4
3,6,5,7,3,STEM,300,4,80000,12,Non-Male,White or of European descent,30,3
,1,2,4,3,STEM,60,19,150000,12,Male,White or of European descent,50,4
1,3,3,8,2,STEM,3000,1,53500,12,Male,White or of European descent,30,2
4,12,6,12,3,STEM,60,7,80000,14,Male,White or of European descent,21,3
1,1,1,4,4,NON-STEM,60,30,140000,12,Male,White or of European descent,60,4
,1,1,3,3,NON-STEM,3000,4,70000,12,Male,White or of European descent,30,2
,5,3,6,1,STEM,60,4,65000,12,Male,Hispanic or Latino/Latina,30,2
,,,,4,NON-STEM,20000,1,61003,12,Non-Male,Black or of African descent,30,2
4,2,3,8,3,STEM,60,4,110000,8,Male,Hispanic or Latino/Latina,30,4
1,6,4,9,1,,300,10,54000,12,Male,White or of European descent,40,2
4,1,1,9,3,STEM,60,1,75000,8,Male,Hispanic or Latino/Latina,30,2
2,3,2,11,3,STEM,60,1,51000,14,Male,White or of European descent,21,2
2,1,2,9,3,STEM,300,4,65000,12,Male,White or of European descent,30,2
3,6,5,7,4,STEM,20000,13,115000,8,Male,Hispanic or Latino/Latina,40,4
4,6,9,9,3,STEM,3000,16,116500,8,Male,White or of European descent,40,4
2,1,1,9,1,STEM,20000,4,80000,1,Male,White or of European descent,30,3
3,2,5,7,3,NON-STEM,750,16,180000,8,Male,White or of European descent,40,5
,,5,7,3,STEM,300,13,73500,8,Male,White or of European descent,30,2
2,7,7,8,1,,20000,10,72000,12,Male,White or of European descent,40,2
,1,,2,4,,20000,4,165000,14,Male,Other,40,5
2,7,4,11,1,STEM,15,4,90000,14,Male,Hispanic or Latino/Latina,21,3
1,2,4,6,2,STEM,15,7,110000,14,Male,White or of European descent,30,4
2,3,3,6,1,,3000,19,135000,8,Male,White or of European descent,30,4
1,5,3,7,3,STEM,60,7,90000,8,Male,White or of European descent,30,3
1,9,7,10,3,STEM,300,4,91500,8,Male,White or of European descent,30,3
1,5,4,6,4,NON-STEM,750,4,80000,8,Male,Hispanic or Latino/Latina,30,3
2,3,3,6,4,STEM,60,4,98000,12,Non-Male,East Asian,40,3
4,3,2,8,3,STEM,300,7,110000,12,Male,White or of European descent,30,4
2,2,1,9,4,STEM,60,1,90000,12,Non-Male,White or of European descent,30,3
2,2,1,8,1,STEM,60,1,60000,12,Male,White or of European descent,30,2
1,2,1,7,4,STEM,20000,7,83000,12,Male,Other,30,3
2,3,3,7,,,3000,16,93000,12,Male,White or of European descent,40,3
1,1,1,3,3,NON-STEM,60,4,70000,12,Male,White or of European descent,30,2
,1,2,7,3,STEM,300,10,120000,12,Male,White or of European descent,50,4
2,6,2,8,2,STEM,15,1,39000,14,Male,White or of European descent,30,1
5,3,3,11,1,NON-STEM,60,25,122500,12,Male,White or of European descent,40,4
1,3,2,4,3,STEM,60,7,90000,8,Male,White or of European descent,30,3
2,,3,8,4,NON-STEM,300,1,110000,12,Non-Male,White or of European descent,30,4
1,2,2,10,3,STEM,60,4,60000,12,Male,White or of European descent,21,2
1,3,2,6,3,STEM,20000,25,137000,12,Male,White or of European descent,50,4
2,2,4,8,3,STEM,5,1,32500,12,Male,White or of European descent,40,1
3,3,8,7,3,NON-STEM,300,13,140000,8,Male,White or of European descent,40,4
2,5,2,8,3,STEM,750,4,80000,12,,,,3
3,4,4,6,3,STEM,3000,1,63000,12,Male,White or of European descent,30,2
3,7,6,9,3,NON-STEM,15,7,115000,12,Male,White or of European descent,30,4
,3,4,10,4,STEM,60,13,140000,14,Male,White or of European descent,40,4
3,,,3,3,STEM,60,4,75000,12,Male,White or of European descent,30,2
1,3,2,7,2,STEM,7500,10,115000,12,Male,White or of European descent,30,4
,1,,3,4,STEM,3000,13,74000,8,Male,White or of European descent,30,2
,10,6,8,1,STEM,20000,4,41000,12,Male,White or of European descent,21,1
3,2,6,9,1,,300,4,46000,14,Male,White or of European descent,30,1
1,2,1,6,4,STEM,5,10,59004,8,Male,White or of European descent,30,2
2,3,4,8,2,NON-STEM,60,4,80000,12,Male,,30,3
2,5,2,8,2,NON-STEM,300,1,65000,12,Male,White or of European descent,21,2
1,3,4,5,4,STEM,20000,16,92000,12,Male,Black or of African descent,50,3
3,2,6,6,4,STEM,3000,30,120000,12,Male,White or of European descent,60,4
,1,2,4,3,STEM,15,7,60000,12,,,,2
2,5,3,4,3,,60,1,90000,8,Male,White or of European descent,50,3
,1,3,4,4,STEM,3000,7,105000,8,Male,,40,4
1,,4,9,3,STEM,20000,4,85000,12,Male,White or of European descent,21,3
1,2,3,8,1,NON-STEM,15,4,90000,12,Non-Male,Black or of African descent,30,3
3,3,6,13,3,STEM,20000,1,69500,12,Male,White or of European descent,30,2
1,3,3,9,1,NON-STEM,300,19,95000,8,Non-Male,White or of European descent,40,3
,1,2,8,2,STEM,15,7,95000,12,,,30,3
1,1,,5,3,STEM,5,22,74000,12,Male,White or of European descent,40,2
1,1,1,6,4,STEM,15,4,96000,12,Male,White or of European descent,30,3
2,1,3,10,1,NON-STEM,3000,7,122000,12,Male,White or of European descent,30,4
1,1,1,6,3,STEM,300,7,80000,12,Male,White or of European descent,40,3
2,,2,4,3,STEM,60,10,70000,8,Male,White or of European descent,30,2
1,3,2,5,1,STEM,60,13,94000,14,,,30,3
,2,1,5,1,,20000,16,75653,12,Male,White or of European descent,60,3
,,4,4,3,STEM,3000,4,85000,12,Non-Male,White or of European descent,30,3
4,6,7,9,3,NON-STEM,300,19,212000,14,Male,White or of European descent,40,6
2,5,3,19,3,STEM,15,7,160000,12,Male,White or of European descent,30,5
1,,3,7,1,STEM,60,7,66000,12,Male,White or of European descent,30,2
,2,1,5,2,STEM,750,4,56000,14,Male,White or of European descent,30,2
1,1,4,2,4,STEM,300,7,131000,8,Male,Hispanic or Latino/Latina,30,4
,1,,4,4,STEM,300,25,150000,8,Male,White or of European descent,50,4
3,7,3,11,1,STEM,3000,7,120000,14,Male,White or of European descent,40,4
2,2,4,5,3,STEM,20000,4,116000,8,Male,White or of European descent,21,4
,3,1,7,3,NON-STEM,20000,1,60000,14,Male,White or of European descent,21,2
1,4,3,1,3,STEM,60,1,56000,12,Male,White or of European descent,30,2
1,1,1,2,4,STEM,3000,1,85000,12,Male,White or of European descent,30,3
1,2,2,7,1,STEM,300,10,160000,,,,,5
3,3,2,4,4,STEM,3000,4,150000,8,Male,White or of European descent,30,4
2,5,4,8,4,NON-STEM,60,10,75000,12,Male,White or of European descent,50,2
3,4,4,7,1,STEM,300,4,55000,12,Male,White or of European descent,30,2
,,4,3,3,STEM,300,1,60000,12,Male,White or of European descent,21,2
3,2,1,7,1,,20000,4,55000,8,Male,White or of European descent,21,2
3,2,5,6,3,STEM,300,10,125000,12,Male,East Asian,30,4
,2,5,2,3,STEM,300,16,90000,8,Male,,30,3
3,,1,9,4,NON-STEM,20000,7,125000,12,Non-Male,White or of European descent,50,4
,,1,5,3,NON-STEM,300,13,104300,12,Non-Male,White or of European descent,40,4
5,5,14,17,3,STEM,3000,7,150000,14,Non-Male,White or of European descent,30,4
,2,9,13,4,STEM,5,22,155000,12,Male,White or of European descent,40,5
1,,1,4,4,NON-STEM,300,4,65000,12,,,30,2
4,12,5,7,4,STEM,20000,7,150000,12,Male,White or of European descent,30,4
1,1,1,8,1,STEM,5,10,96000,12,Male,White or of European descent,30,3
1,,1,5,4,STEM,15,19,57500,12,Non-Male,White or of European descent,50,2
1,1,1,7,4,NON-STEM,3000,4,79000,12,Male,East Asian,30,3
1,1,5,3,4,,3000,10,105000,8,Male,White or of European descent,30,4
2,3,2,5,1,STEM,20000,1,107000,14,Male,White or of European descent,21,4
4,4,6,7,2,,7500,4,57000,12,Male,White or of European descent,21,2
1,1,1,6,3,,20000,7,90000,12,Male,White or of European descent,30,3
,2,,4,3,STEM,300,4,67000,8,Male,White or of European descent,30,2
,2,4,8,3,NON-STEM,300,1,53000,12,Male,White or of European descent,21,2
,3,4,7,3,NON-STEM,300,7,85000,12,Male,White or of European descent,30,3
2,3,6,8,4,STEM,3000,7,100000,8,Male,Black or of African descent,30,3
2,4,1,7,3,STEM,15,19,106000,8,Male,White or of European descent,40,4
2,5,3,7,3,STEM,60,4,85000,14,Male,Hispanic or Latino/Latina,40,3
2,1,1,1,3,STEM,7500,10,62000,8,Male,White or of European descent,40,2
,2,1,5,1,STEM,15,30,120000,12,Male,White or of European descent,50,4
7,7,2,12,3,STEM,7500,1,40000,12,Male,White or of European descent,21,1
1,1,2,6,1,NON-STEM,3000,10,150000,12,Male,White or of European descent,30,4
,2,1,8,3,STEM,750,13,115000,8,Male,White or of European descent,40,4
,1,1,4,3,STEM,5,1,80000,8,Male,Other,21,3
2,6,12,8,4,NON-STEM,300,30,180000,12,Male,White or of European descent,60,5
6,4,7,8,3,STEM,60,16,105000,8,Male,White or of European descent,30,4
3,5,4,7,3,STEM,750,4,65000,12,,White or of European descent,30,2
,2,,2,4,STEM,60,19,140000,12,Male,White or of European descent,40,4
2,2,2,5,3,STEM,3000,4,61000,12,Male,White or of European descent,21,2
3,4,6,11,4,STEM,3000,7,107000,14,Male,White or of European descent,30,4
,1,2,2,4,STEM,60,25,120000,12,Male,White or of European descent,50,4
,2,2,8,3,STEM,750,10,90000,,,,,3
2,2,5,6,3,STEM,300,4,65000,12,Male,White or of European descent,30,2
1,,2,10,3,STEM,750,10,110000,12,Male,White or of European descent,30,4
2,2,3,5,3,STEM,750,1,95000,14,Male,White or of European descent,30,3
,4,2,7,3,STEM,20000,13,126000,12,,,,4
,,1,5,4,NON-STEM,300,1,48000,14,Male,White or of European descent,30,1
4,1,1,7,1,STEM,750,7,107000,12,Male,White or of European descent,30,4
5,6,9,10,3,,7500,7,113000,12,Male,Hispanic or Latino/Latina,30,4
3,1,1,6,3,STEM,300,1,67000,12,Male,White or of European descent,30,2
2,4,4,7,1,NON-STEM,15,7,80000,12,Male,,30,3
2,5,2,4,3,,300,4,115000,12,Male,White or of European descent,30,4
,,1,6,3,NON-STEM,5,13,40000,12,Male,White or of European descent,50,1
1,2,4,10,4,STEM,3000,13,160000,12,Male,Other,40,5
,1,1,6,3,NON-STEM,750,19,113000,12,Male,White or of European descent,50,4
,1,1,5,4,NON-STEM,300,7,43500,8,Male,White or of European descent,30,1
7,4,1,7,1,STEM,15,1,30000,14,Male,White or of European descent,30,1
2,4,1,5,4,STEM,7500,1,100300,8,Male,White or of European descent,30,4
2,2,2,11,4,NON-STEM,3000,1,83500,8,Male,,30,3
2,10,3,10,4,STEM,750,4,80000,12,Male,White or of European descent,40,3
,,,3,4,STEM,3000,4,55000,8,Non-Male,White or of European descent,30,2
1,6,5,7,3,STEM,60,7,130000,12,Male,White or of European descent,30,4
6,5,3,5,4,STEM,3000,7,96000,12,Male,White or of European descent,30,3
,1,1,6,3,STEM,15,1,60000,12,Male,White or of European descent,30,2
4,1,4,9,3,STEM,60,4,76000,12,Male,White or of European descent,30,3
3,,4,7,2,NON-STEM,60,1,45000,12,Male,White or of European descent,21,1
4,5,5,11,4,STEM,20000,19,220000,12,Male,White or of European descent,40,6
1,9,5,11,3,NON-STEM,750,22,98000,12,Male,Other,50,3
2,,1,1,3,STEM,60,4,45000,12,Male,White or of European descent,50,1
1,2,1,7,3,STEM,300,4,81000,8,Male,White or of European descent,30,3
,,7,12,4,STEM,20000,30,200000,12,Male,White or of European descent,50,5
,2,2,6,3,STEM,300,28,120000,8,Male,White or of European descent,50,4
2,1,2,10,3,STEM,3000,16,79000,12,Male,Other,40,3
1,2,2,8,3,STEM,60,4,75000,12,Male,White or of European descent,21,2
2,,1,2,3,NON-STEM,300,4,110000,8,Male,White or of European descent,30,4
1,2,2,6,3,NON-STEM,20000,16,134234,12,,,50,4
,5,3,9,4,NON-STEM,20000,13,145000,12,Male,White or of European descent,30,4
1,3,6,4,4,NON-STEM,60,1,150000,12,Non-Male,Other,30,4
1,,3,5,3,STEM,60,4,52000,12,Male,Other,30,2
1,,2,4,3,STEM,20000,4,88000,12,Male,White or of European descent,30,3
2,6,3,8,3,STEM,750,13,70000,8,Male,White or of European descent,40,2
2,4,2,6,3,STEM,750,4,78000,12,Male,White or of European descent,30,3
2,5,7,6,1,STEM,3000,10,66000,12,Male,White or of European descent,40,2
,,1,3,3,STEM,60,28,105000,8,Male,White or of European descent,60,4
6,4,4,6,3,STEM,60,4,100000,12,Male,White or of European descent,30,3
,2,2,6,4,NON-STEM,3000,19,95000,12,Male,White or of European descent,50,3
2,8,6,12,1,,60,7,125000,12,Male,White or of European descent,21,4
1,2,1,2,4,STEM,20000,7,147000,12,Male,,40,4
1,1,,7,4,STEM,20000,22,120000,12,Male,White or of European descent,40,4
,3,2,6,3,STEM,300,19,122000,12,Male,White or of European descent,40,4
1,6,5,9,1,,60,7,140000,12,Male,White or of European descent,30,4
4,3,2,5,4,STEM,20000,1,120000,8,Male,Black or of African descent,21,4
,1,3,2,3,STEM,300,30,145000,12,Male,White or of European descent,60,4
1,6,2,8,3,STEM,15,1,48000,12,Male,White or of European descent,21,1
,,2,3,4,NON-STEM,3000,4,88000,12,Non-Male,White or of European descent,30,3
3,2,2,6,3,STEM,5,19,72000,12,Male,White or of European descent,40,2
,4,3,6,1,NON-STEM,7500,22,75000,8,Male,White or of European descent,40,2
1,1,4,6,4,STEM,20000,4,114000,12,Male,White or of European descent,30,4
3,4,4,5,3,STEM,60,7,120000,14,Male,White or of European descent,30,4
,2,3,2,4,STEM,20000,4,144000,14,Male,White or of European descent,40,4
,1,2,4,3,STEM,750,4,180000,12,Male,East Asian,30,5
2,2,3,15,1,STEM,20000,30,102000,12,Male,White or of European descent,50,4
1,3,4,8,3,STEM,3000,30,140500,8,Male,White or of European descent,50,4
1,4,2,4,3,STEM,300,13,103000,8,Male,White or of European descent,40,4
3,2,1,5,3,STEM,60,19,110000,8,Male,White or of European descent,50,4
6,2,2,10,4,NON-STEM,750,4,55000,12,Male,White or of European descent,40,2
5,5,3,11,3,STEM,300,4,100000,,,,,3
2,1,2,10,1,,300,4,57000,12,Male,White or of European descent,30,2
1,3,4,7,1,STEM,3000,10,99400,12,Male,White or of European descent,30,3
,1,2,7,2,STEM,7500,7,65000,12,Male,White or of European descent,40,2
1,2,2,9,1,,300,1,55000,8,Male,White or of European descent,18,2
3,7,6,8,2,STEM,60,4,50000,12,Male,White or of European descent,30,1
,,,,3,STEM,20000,1,85000,,,,,3
5,1,4,11,3,STEM,3000,1,120000,12,Male,White or of European descent,21,4
4,3,2,8,3,STEM,750,13,93000,12,Male,Hispanic or Latino/Latina,30,3
,,1,6,3,STEM,60,10,110000,8,Male,White or of European descent,30,4
1,1,2,6,1,,300,10,80000,12,Male,White or of European descent,50,3
3,,3,7,3,STEM,20000,10,140000,8,Male,White or of European descent,30,4
3,6,6,12,3,STEM,15,10,140000,8,Male,White or of European descent,30,4
,2,5,7,3,STEM,300,7,100000,8,Male,White or of European descent,30,3
3,9,6,11,3,STEM,15,7,89000,12,Male,White or of European descent,30,3
1,3,3,5,1,,15,7,80000,14,Male,White or of European descent,30,3
,2,2,4,3,STEM,300,1,54000,8,Male,White or of European descent,30,2
,1,1,4,3,STEM,300,19,108500,12,Male,White or of European descent,40,4
,,,,4,NON-STEM,20000,19,95000,8,,,,3
5,7,8,14,4,STEM,3000,13,160000,8,Male,Other,40,5
3,8,9,9,4,STEM,20000,7,95000,12,Male,White or of European descent,30,3
2,1,2,4,,,60,16,110000,12,Non-Male,White or of European descent,65,4
,3,2,5,1,STEM,60,1,85000,12,Male,Black or of African descent,30,3
,3,2,3,1,STEM,60,7,75000,12,Male,White or of European descent,30,2
2,2,6,10,1,,3000,4,60000,12,Male,White or of European descent,21,2
3,2,3,9,3,STEM,20000,1,133023,14,Male,White or of European descent,30,4
3,3,4,10,1,,60,7,110000,12,Male,White or of European descent,21,4
2,5,2,7,4,STEM,3000,22,170000,12,Male,White or of European descent,40,5
3,9,9,10,3,STEM,300,4,75000,8,Male,White or of European descent,21,2
,1,,4,3,,20000,1,40000,12,Male,Hispanic or Latino/Latina,21,1
,1,1,3,4,,5,7,100000,8,Male,White or of European descent,40,3
,1,3,9,3,STEM,750,10,115000,8,Male,East Asian,30,4
1,1,2,6,3,NON-STEM,300,25,90000,12,Male,White or of European descent,50,3
2,2,6,8,1,STEM,15,1,66000,14,Male,,21,2
3,2,3,6,3,STEM,750,7,70000,12,Non-Male,White or of European descent,30,2
2,7,10,11,1,STEM,300,1,119000,12,Male,White or of European descent,21,4
1,,2,7,3,STEM,15,4,90000,8,Male,White or of European descent,30,3
3,1,4,8,3,STEM,60,13,130000,12,Male,White or of European descent,40,4
,3,5,14,4,STEM,20000,19,154000,12,Male,White or of European descent,30,5
1,1,1,2,4,NON-STEM,7500,25,210000,12,Male,Hispanic or Latino/Latina,50,6
1,4,4,8,1,STEM,60,4,75000,12,Male,White or of European descent,21,2
,1,1,5,4,STEM,300,4,80000,8,Non-Male,White or of European descent,40,3
7,7,4,12,3,STEM,3000,4,129000,8,Male,White or of European descent,30,4
,1,1,2,1,STEM,15,19,75000,12,Male,White or of European descent,40,2
4,1,9,11,1,STEM,60,10,118000,14,Non-Male,White or of European descent,30,4
1,,2,4,3,STEM,20000,16,130000,8,Male,White or of European descent,50,4
,2,4,6,4,,3000,1,70000,12,Male,White or of European descent,40,2
,3,4,6,3,STEM,300,16,100000,8,Male,White or of European descent,40,3
1,,3,1,4,STEM,300,4,110000,8,Male,White or of European descent,30,4
3,1,2,7,1,,5,10,27000,14,Male,White or of European descent,30,1
1,1,3,12,3,STEM,750,19,130000,12,Male,White or of European descent,40,4
,,1,4,4,NON-STEM,60,4,230000,12,Non-Male,White or of European descent,30,6
1,6,1,10,4,STEM,60,4,105000,14,Male,White or of European descent,40,4
2,5,6,13,3,STEM,300,7,55000,12,,,30,2
2,2,4,7,3,STEM,3000,19,120000,14,Male,Other,50,4
,5,3,10,3,STEM,15,7,110000,12,Male,White or of European descent,30,4
,1,1,3,3,STEM,300,25,99000,12,Male,White or of European descent,50,3
,,,,3,NON-STEM,15,4,35000,,,,,1
,3,2,7,3,STEM,60,4,40000,14,Male,White or of European descent,21,1
2,5,4,6,1,,5,19,110000,12,Male,White or of European descent,40,4
4,9,5,12,1,NON-STEM,20000,4,66000,12,Non-Male,White or of European descent,50,2
,2,4,3,4,STEM,7500,7,125000,8,Male,White or of European descent,30,4
,1,1,3,4,STEM,300,4,66666,14,Male,White or of European descent,30,2
1,4,1,6,4,NON-STEM,20000,4,75000,12,Non-Male,White or of European descent,30,2
3,4,6,10,3,STEM,15,7,120000,12,Male,White or of European descent,30,4
,1,1,2,3,STEM,300,22,123000,12,Male,White or of European descent,50,4
1,1,2,7,4,STEM,3000,10,110000,8,Male,East Asian,40,4
,3,4,8,1,STEM,300,16,145000,8,Male,White or of European descent,40,4
2,2,5,6,3,STEM,20000,4,64000,14,Male,White or of European descent,21,2
2,4,4,4,3,STEM,60,4,68000,12,Non-Male,White or of European descent,30,2
3,4,5,6,4,STEM,20000,4,97000,8,Male,Other,30,3
1,4,4,3,3,STEM,15,19,155000,8,Male,White or of European descent,40,5
1,2,3,7,3,STEM,750,19,130000,12,Male,White or of European descent,40,4
,4,1,3,3,STEM,20000,4,80000,12,Male,White or of European descent,30,3
1,4,1,7,3,STEM,60,1,41000,12,Male,White or of European descent,21,1
3,1,1,3,3,NON-STEM,750,22,125000,8,Male,White or of European descent,50,4
,3,2,4,3,NON-STEM,3000,28,75000,12,Male,,,2
3,3,3,8,3,STEM,60,25,150000,12,Male,,,4
5,8,5,12,3,STEM,5,4,105000,12,Male,White or of European descent,30,4
1,1,2,3,3,STEM,60,1,80000,8,Male,Other,21,3
2,3,2,6,1,NON-STEM,15,19,115000,8,Male,White or of European descent,40,4
2,1,2,2,4,STEM,300,4,100000,12,Male,Other,30,3
2,3,8,7,1,,60,22,80000,14,Male,White or of European descent,40,3
4,5,4,6,1,NON-STEM,5,7,45000,12,Non-Male,White or of European descent,40,1
,3,3,5,4,STEM,60,7,72000,8,Non-Male,White or of European descent,30,2
3,6,5,14,1,STEM,5,10,78000,12,Male,White or of European descent,30,3
2,8,3,12,4,STEM,20000,13,92000,12,Male,Other,30,3
3,4,3,6,4,NON-STEM,7500,16,120000,12,Male,White or of European descent,40,4
2,3,5,6,3,STEM,5,10,70000,8,Male,,30,2
,4,1,9,1,STEM,5,7,72600,12,Male,White or of European descent,30,2
,1,1,6,4,STEM,300,22,130000,12,Male,White or of European descent,40,4
2,2,4,8,1,STEM,5,1,85000,12,Male,White or of European descent,21,3
,,,3,4,STEM,7500,10,66000,8,Male,White or of European descent,30,2
,2,2,7,3,STEM,15,13,145000,12,Male,White or of European descent,30,4
2,3,4,11,3,STEM,3000,7,120000,12,Male,White or of European descent,30,4
,3,1,10,1,STEM,20000,4,56000,12,Male,White or of European descent,30,2
4,3,4,12,3,STEM,60,4,77500,12,Male,White or of European descent,21,3
,2,3,7,4,STEM,7500,4,83000,12,Male,White or of European descent,30,3
,2,2,8,3,STEM,7500,4,52000,8,Male,White or of European descent,30,2
,,1,5,3,NON-STEM,5,4,45000,12,Male,White or of European descent,30,1
3,4,6,9,4,STEM,3000,22,120000,12,Male,White or of European descent,40,4
5,15,4,17,3,STEM,60,4,65000,8,Male,White or of European descent,30,2
1,1,3,6,4,STEM,20000,10,157000,12,Male,White or of European descent,30,5
2,4,3,9,3,NON-STEM,750,19,70000,8,Non-Male,White or of European descent,,2
4,3,3,6,3,STEM,60,10,115000,12,Male,White or of European descent,30,4
,,2,2,4,NON-STEM,20000,10,130000,14,Male,White or of European descent,40,4
,1,,6,4,STEM,15,10,95000,12,Male,White or of European descent,30,3
,3,9,11,3,STEM,300,4,90000,12,Male,White or of European descent,30,3
3,2,2,9,1,STEM,20000,16,130000,12,Male,White or of European descent,40,4
3,5,5,8,3,STEM,60,13,140000,12,Male,White or of European descent,40,4
2,,6,7,3,STEM,20000,1,70000,8,Male,White or of European descent,30,2
,1,4,7,3,STEM,20000,7,85000,12,Non-Male,White or of European descent,30,3
4,1,7,12,4,STEM,5,7,60000,12,Male,Hispanic or Latino/Latina,30,2
1,1,2,8,1,STEM,5,10,45000,12,Male,White or of European descent,30,1
,1,,2,4,STEM,3000,7,65000,8,Male,East Asian,40,2
1,1,4,8,3,NON-STEM,300,10,95000,14,Male,White or of European descent,30,3
,,3,8,3,STEM,20000,4,167750,12,,,,5
2,,4,7,3,,60,10,116000,12,Male,White or of European descent,40,4
6,2,7,13,3,STEM,300,7,125000,8,Male,White or of European descent,30,4
1,3,7,8,3,STEM,60,16,123000,12,Male,White or of European descent,40,4
1,3,6,9,3,STEM,5,4,100000,12,Male,White or of European descent,30,3
1,4,1,6,4,STEM,300,4,55000,12,Male,White or of European descent,30,2
1,1,3,6,1,STEM,20000,1,91000,12,Male,East Asian,21,3
,3,3,12,1,STEM,300,19,120000,14,Male,,50,4
2,3,5,5,3,STEM,750,22,140000,12,Male,White or of European descent,40,4
,,,5,4,NON-STEM,20000,4,62000,8,Male,Other,40,2
3,3,1,6,4,NON-STEM,60,25,170000,12,Male,White or of European descent,50,5
