NUMFRAMEWORKS,NUMPLATFORM,NUMDATABASE,numberlang,FormalEducation,UndergradMajor,CompanySize,YearsCodingProf,ConvertedSalary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,HoursComputer,Gender,RaceEthnicity,Age,SalaryRange
,,2,5,3,NON-STEM,20000,1,53000,Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,,,12,Male,Other,21,2
,,1,4,4,STEM,3000,10,135000,C;C++;Matlab;Bash/Shell,SQLite,,,8,Male,White or of European descent,40,4
,2,1,7,4,NON-STEM,20000,4,90000,C;C++;Matlab;Python;R;SQL;Bash/Shell,PostgreSQL,Linux;Windows Desktop or Server,,8,Male,White or of European descent,30,3
3,3,5,12,3,NON-STEM,60,4,80000,C#;Haskell;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;Amazon RDS/Aurora;Elasticsearch,AWS;Linux;WordPress,Angular;Node.js;React,12,Male,White or of European descent,30,3
,2,2,8,4,STEM,60,10,125000,C#;JavaScript;PHP;SQL;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;MySQL,Windows Desktop or Server;WordPress,,8,Male,White or of European descent,30,4
1,2,1,4,4,STEM,20000,22,160000,C#;JavaScript;R;TypeScript,SQL Server,Azure;Windows Desktop or Server,.NET Core,8,Male,Hispanic or Latino/Latina,50,5
,,1,3,4,NON-STEM,750,1,102500,R;Scala;SQL,PostgreSQL,,,12,Non-Male,White or of European descent,30,4
4,3,5,6,4,STEM,60,4,85000,C#;JavaScript;SQL;TypeScript;HTML;CSS,"Redis;SQL Server;PostgreSQL;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;iOS;Windows Desktop or Server,Angular;.NET Core;Node.js;Cordova,12,Male,,30,3
2,3,2,6,3,STEM,20000,1,78000,Go;Groovy;Java;Python;Scala;Bash/Shell,Cassandra;Elasticsearch,Google Cloud Platform/App Engine;Linux;Mac OS,Spark;TensorFlow,8,Male,White or of European descent,30,3
1,6,4,8,3,STEM,3000,10,130000,JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;Amazon DynamoDB,Heroku;Linux;Mac OS;Raspberry Pi;Salesforce;WordPress,React,12,Male,White or of European descent,30,4
1,,1,7,3,STEM,300,4,50700,C#;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,,.NET Core,12,Male,Hispanic or Latino/Latina,30,2
5,5,2,12,3,STEM,3000,7,95000,C#;Java;JavaScript;Lua;Python;SQL;TypeScript;VBA;VB.NET;Visual Basic 6;HTML;CSS,SQL Server;Amazon DynamoDB,Android;AWS;Azure;Raspberry Pi;Windows Desktop or Server,Angular;.NET Core;Node.js;React;Xamarin,12,,,,3
1,2,2,5,4,STEM,60,7,140000,C#;F#;JavaScript;TypeScript;Bash/Shell,"Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",AWS;Azure,Node.js,8,Non-Male,Hispanic or Latino/Latina,30,4
2,6,7,7,4,NON-STEM,60,10,175000,Groovy;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;Amazon DynamoDB;Amazon RDS/Aurora;Neo4j;Elasticsearch,Amazon Echo;AWS;iOS;Linux;Mac OS;Raspberry Pi,Django;Node.js,12,Male,White or of European descent,30,5
3,,,5,3,STEM,60,13,85000,C#;JavaScript;HTML;CSS;Bash/Shell,,,Angular;Node.js;Cordova,8,Male,White or of European descent,30,3
5,3,5,12,3,STEM,60,7,120000,C#;Java;JavaScript;Python;Ruby;SQL;TypeScript;VBA;VB.NET;Visual Basic 6;HTML;CSS,"MongoDB;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",AWS;Azure;Salesforce,Angular;.NET Core;Node.js;React;Spring,14,Male,Other,30,4
1,2,2,5,4,STEM,3000,19,152000,C#;PHP;SQL;VB.NET;HTML,SQL Server;MySQL,Linux;Windows Desktop or Server,.NET Core,12,Male,White or of European descent,40,5
2,4,7,8,1,NON-STEM,5,4,58241,CoffeeScript;JavaScript;Ruby;SQL;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Amazon DynamoDB;Amazon Redshift;Elasticsearch,AWS;Heroku;Linux;Mac OS,Angular;React,8,Non-Male,White or of European descent,30,2
2,7,3,13,4,NON-STEM,300,19,100000,C#;JavaScript;Objective-C;Perl;PHP;Python;SQL;Swift;VBA;VB.NET;HTML;CSS;Bash/Shell,SQL Server;MySQL;Amazon DynamoDB,Arduino;AWS;iOS;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server,.NET Core;React,12,Male,White or of European descent,50,3
,4,6,7,1,STEM,60,16,85000,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;SQLite;MariaDB;Elasticsearch,AWS;Linux;Raspberry Pi;WordPress,,14,Male,White or of European descent,40,3
,2,4,5,3,STEM,20000,16,152000,C#;F#;Go;JavaScript;Python,"MongoDB;Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure;Windows Desktop or Server,,12,Male,White or of European descent,40,5
1,,2,2,3,STEM,3000,10,100500,Java;SQL,Redis;PostgreSQL,,Spring,8,Male,White or of European descent,30,4
2,6,4,5,3,STEM,300,16,155000,C#;JavaScript;SQL;HTML;CSS,"Redis;SQL Server;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure;Raspberry Pi;Serverless;SharePoint;Windows Desktop or Server,.NET Core;Node.js,12,Male,Hispanic or Latino/Latina,40,5
3,2,4,17,3,NON-STEM,3000,7,144500,C#;CoffeeScript;Go;Groovy;Java;JavaScript;Objective-C;Python;R;Ruby;Scala;SQL;Swift;Kotlin;HTML;CSS;Bash/Shell,Redis;PostgreSQL;SQLite;Amazon RDS/Aurora,Linux;Mac OS,Node.js;React;Spring,12,Non-Male,White or of European descent,30,4
1,1,2,5,4,STEM,60,10,140000,Matlab;Python;R;Rust;Scala,Redis;PostgreSQL,Linux,Django,12,Male,White or of European descent,30,4
2,6,1,6,3,STEM,750,7,142000,C#;Go;Java;JavaScript;TypeScript;Bash/Shell,MongoDB,Android;AWS;Azure;iOS;Linux;Windows Desktop or Server,.NET Core;Node.js,12,Male,White or of European descent,30,4
,2,6,9,4,NON-STEM,3000,7,100000,Clojure;Go;Haskell;Java;JavaScript;SQL;HTML;CSS;Bash/Shell,MySQL;SQLite;MariaDB;Amazon DynamoDB;Amazon RDS/Aurora;Google Cloud Storage,Linux;Mac OS,,8,Male,,30,3
1,3,2,8,3,STEM,15,25,150000,C#;Go;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL,Azure;Windows Desktop or Server;WordPress,.NET Core,14,Male,White or of European descent,60,4
3,10,5,6,1,STEM,60,7,75000,JavaScript;PHP;SQL;TypeScript;HTML;CSS,MongoDB;Redis;MySQL;Google Cloud Storage;Elasticsearch,Amazon Echo;Android;Apple Watch or Apple TV;Google Cloud Platform/App Engine;Google Home;iOS;Mac OS;Raspberry Pi;WordPress;Firebase,Angular;Node.js;React,12,Male,White or of European descent,40,2
3,4,6,8,3,STEM,3000,16,100000,Go;Java;JavaScript;Lua;SQL;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Redis;MySQL;MariaDB;Apache Hive,AWS;Linux;Mac OS;Raspberry Pi,Node.js;React;Spark,14,Male,White or of European descent,40,3
,3,1,7,3,STEM,5,30,170000,Objective-C;PHP;Python;SQL;Swift;HTML;Bash/Shell,MySQL,iOS;Linux;Mac OS,,14,Male,White or of European descent,60,5
2,2,3,7,3,STEM,60,7,125000,JavaScript;Python;TypeScript;Kotlin;HTML;CSS;Bash/Shell,MySQL;PostgreSQL;Amazon DynamoDB,AWS;Serverless,Node.js;React,12,Male,White or of European descent,30,4
,1,,7,3,STEM,5,10,60000,JavaScript;PHP;Python;SQL;Delphi/Object Pascal;HTML;CSS,,WordPress,,8,Male,White or of European descent,30,2
1,3,2,6,4,STEM,60,7,120000,C#;JavaScript;Python;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Amazon Echo;Azure;Salesforce,Node.js,14,Non-Male,White or of European descent,30,4
,1,2,2,4,STEM,60,1,85000,Python;SQL,Redis;PostgreSQL,Linux,,12,Male,White or of European descent,21,3
2,5,5,8,4,STEM,20000,19,163000,Go;Haskell;Java;JavaScript;Python;Ruby;SQL;Bash/Shell,Cassandra;MongoDB;Redis;PostgreSQL;Neo4j,AWS;Google Cloud Platform/App Engine;Linux;Mac OS;Raspberry Pi,Angular;Node.js,12,Male,White or of European descent,40,5
2,3,3,5,3,STEM,750,1,45000,JavaScript;Python;SQL;HTML;CSS,MongoDB;SQL Server;MySQL,Linux;Mac OS;Windows Desktop or Server,Node.js;React,8,Male,White or of European descent,30,1
2,1,2,6,2,NON-STEM,15,1,32000,Java;JavaScript;PHP;SQL;HTML;CSS,MySQL;SQLite,Android,Angular;React,12,,,,1
2,1,1,6,4,NON-STEM,20000,4,60000,C#;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server,Windows Desktop or Server,.NET Core;Xamarin,12,Male,White or of European descent,30,2
1,1,4,6,4,STEM,300,16,115000,C;C++;Go;JavaScript;Python;SQL,Redis;MySQL;SQLite;MariaDB,AWS,TensorFlow,14,Male,White or of European descent,30,4
1,2,1,8,3,STEM,5,19,85000,Assembly;C;C++;C#;Java;Python;SQL;Bash/Shell,PostgreSQL,Linux;Windows Desktop or Server,TensorFlow,,,,,3
,,2,7,3,STEM,5,1,65000,JavaScript;PHP;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL,,,12,Male,White or of European descent,21,2
2,2,3,5,4,STEM,20000,4,137000,C++;Matlab;Python;R;SQL,MySQL;PostgreSQL;SQLite,Linux;Mac OS,TensorFlow;Torch/PyTorch,8,Male,,30,4
1,1,1,10,1,STEM,20000,19,100000,C#;JavaScript;Objective-C;PHP;Python;SQL;VBA;VB.NET;HTML;CSS,SQL Server,Salesforce,Angular,14,Male,White or of European descent,50,3
1,3,2,9,1,STEM,15,19,95000,CoffeeScript;Groovy;Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;Amazon DynamoDB,Amazon Echo;AWS;Firebase,Angular,12,Male,White or of European descent,40,3
1,,1,4,3,,300,10,125000,C#;Python;SQL;HTML,SQL Server,,.NET Core,14,Male,White or of European descent,40,4
3,5,3,8,4,STEM,20000,4,106000,C;C++;Go;Java;JavaScript;Python;TypeScript;Bash/Shell,Amazon DynamoDB;Apache Hive;Amazon Redshift,Android;Arduino;AWS;Linux;Raspberry Pi,Hadoop;Spark;TensorFlow,12,Male,White or of European descent,30,4
,,2,7,3,STEM,3000,1,55000,C++;JavaScript;SQL;VBA;VB.NET;HTML;CSS,SQL Server;Oracle,,,8,Male,White or of European descent,21,2
4,2,2,7,4,STEM,60,4,80000,JavaScript;Python;R;SQL;HTML;CSS;Bash/Shell,MySQL;PostgreSQL,Arduino;AWS,Node.js;Spark;Cordova;TensorFlow,12,Male,East Asian,30,3
1,,2,2,3,STEM,750,10,70000,C#;SQL,SQL Server;SQLite,,.NET Core,12,Male,East Asian,40,2
,2,2,6,4,NON-STEM,3000,1,60060,JavaScript;R;SQL;VBA;HTML;CSS,SQL Server;Google Cloud Storage,Salesforce;SharePoint,,8,Non-Male,White or of European descent,30,2
1,,2,6,3,STEM,20000,10,128000,Java;JavaScript;SQL;HTML;CSS;Bash/Shell,SQL Server;Oracle,,Angular,12,Male,White or of European descent,40,4
,4,3,3,4,STEM,20000,19,95000,Python;R;SQL,"SQL Server;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure;Linux;Raspberry Pi,,8,Male,White or of European descent,65,3
,1,2,9,3,STEM,20000,19,125000,C#;JavaScript;Matlab;SQL;TypeScript;VBA;Visual Basic 6;HTML;CSS,SQL Server;Oracle,Windows Desktop or Server,,12,Male,White or of European descent,60,4
3,1,6,8,4,STEM,5,4,44000,C#;Java;PHP;VB.NET;Visual Basic 6;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;SQLite;MariaDB;Elasticsearch,WordPress,Angular;Node.js;React,12,Male,White or of European descent,40,1
2,5,6,3,4,STEM,300,28,189000,Python;SQL;Bash/Shell,MySQL;PostgreSQL;Apache HBase;Apache Hive;Amazon Redshift;Elasticsearch,AWS;Google Cloud Platform/App Engine;IBM Cloud or Watson;Linux;Mac OS,Hadoop;Spark,12,Male,White or of European descent,60,5
3,1,6,6,4,STEM,20000,7,158000,Java;Python;R;Scala;SQL;Bash/Shell,Cassandra;MySQL;Amazon DynamoDB;Apache HBase;Apache Hive;Amazon Redshift,AWS,Hadoop;Spark;TensorFlow,12,Male,White or of European descent,30,5
,3,1,13,3,STEM,60,13,105000,Assembly;C;C++;Java;JavaScript;Perl;PHP;Python;Ruby;SQL;HTML;CSS;Bash/Shell,MySQL,Android;Linux;Raspberry Pi,,8,Male,White or of European descent,30,4
,5,2,7,1,STEM,750,19,120000,Java;JavaScript;PHP;Python;SQL;HTML;CSS,SQL Server;IBM Db2,Android;Linux;Mac OS;Windows Desktop or Server;Windows Phone,,12,Male,,40,4
,1,1,2,4,STEM,3000,10,90000,JavaScript;Python,SQLite,Windows Desktop or Server,,8,Male,White or of European descent,40,3
2,1,3,7,4,STEM,20000,4,97500,Java;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;Oracle,Linux,Node.js;Spring,12,Male,White or of European descent,30,3
3,1,4,9,3,STEM,300,1,90000,C#;Go;Java;JavaScript;SQL;TypeScript;Kotlin;HTML;CSS,"SQL Server;PostgreSQL;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Desktop or Server,Angular;.NET Core;Spring,12,Male,White or of European descent,30,3
1,3,2,4,4,STEM,300,4,159600,Python;Scala;SQL;Bash/Shell,PostgreSQL;SQLite,AWS;Linux;Mac OS,Spark,12,Male,Hispanic or Latino/Latina,30,5
4,4,3,19,3,STEM,300,10,40000,Assembly;C;C++;Erlang;Haskell;Java;JavaScript;Lua;Perl;PHP;Python;Rust;Scala;SQL;Kotlin;Ocaml;HTML;CSS;Bash/Shell,PostgreSQL;SQLite;Oracle,Android;Google Home;Linux;Windows Desktop or Server,Angular;.NET Core;Node.js;React,14,Male,White or of European descent,30,1
,4,4,7,3,STEM,60,4,62000,Go;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;MariaDB;IBM Db2;Google Cloud Storage,Google Cloud Platform/App Engine;Linux;Windows Desktop or Server;WordPress,,12,Male,White or of European descent,30,2
1,2,5,6,3,STEM,60,1,75000,C#;JavaScript;Python;SQL;HTML;CSS,"SQL Server;MySQL;Amazon RDS/Aurora;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc)",AWS;Azure,.NET Core,14,Male,White or of European descent,21,2
2,1,4,4,3,STEM,60,10,155000,JavaScript;Python;Scala;SQL,Redis;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora,AWS,Node.js;Spark,12,Non-Male,White or of European descent,30,5
,4,1,8,1,STEM,60,4,40000,C++;C#;JavaScript;Python;SQL;VB.NET;HTML;CSS,SQL Server,Arduino;ESP8266;Raspberry Pi;Windows Desktop or Server,,12,Male,White or of European descent,30,1
,,3,2,3,NON-STEM,300,25,153000,C#;SQL,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Neo4j",,,12,Male,White or of European descent,50,5
4,,5,7,3,STEM,3000,7,115000,Groovy;Java;JavaScript;Python;R;Scala;TypeScript,Cassandra;MongoDB;MySQL;Apache Hive;Neo4j,,Spark;Spring;TensorFlow;Torch/PyTorch,12,Male,Other,30,4
,1,,4,3,STEM,60,1,72000,Python;R;SQL;Bash/Shell,,Windows Desktop or Server,,8,Male,White or of European descent,21,2
,4,6,13,3,STEM,60,4,57600,C;C#;JavaScript;Perl;PHP;Python;R;Ruby;SQL;VBA;HTML;CSS;Bash/Shell,Cassandra;Redis;SQL Server;MySQL;Oracle;MariaDB,Amazon Echo;Google Home;Linux;Windows Desktop or Server,,14,Male,White or of European descent,21,2
4,2,11,8,4,STEM,750,7,206000,C;Haskell;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;MariaDB;Amazon DynamoDB;Apache HBase;Apache Hive;Amazon Redshift;Google BigQuery;Google Cloud Storage;Elasticsearch,AWS;Linux,Hadoop;Spark;TensorFlow;Torch/PyTorch,4,,,30,6
5,8,6,12,3,STEM,3000,13,130000,C;C#;Go;Groovy;Java;JavaScript;Python;Rust;SQL;TypeScript;Kotlin;Bash/Shell,Redis;PostgreSQL;Memcached;Google Cloud Storage;Neo4j;Elasticsearch,Android;Arduino;Azure;Google Cloud Platform/App Engine;Linux;Mac OS;Raspberry Pi;Serverless,.NET Core;Node.js;React;Spring;TensorFlow,14,Male,White or of European descent,30,4
,7,,8,3,STEM,20000,16,182000,Assembly;C;C++;Objective-C;Python;R;Swift;Bash/Shell,,Apple Watch or Apple TV;Arduino;ESP8266;iOS;Linux;Mac OS;Raspberry Pi,,12,Male,White or of European descent,40,5
2,2,2,6,3,STEM,60,1,50000,JavaScript;Objective-C;SQL;Swift;HTML;CSS,SQL Server;MySQL,Linux;Windows Desktop or Server,Angular;Node.js,12,Male,White or of European descent,21,1
,1,3,7,4,NON-STEM,300,4,116000,Java;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;SQLite;Elasticsearch,Linux,,12,Male,White or of European descent,30,4
,,2,4,1,STEM,60,1,40000,Ruby;SQL;HTML;CSS,MySQL;MariaDB,,,12,Male,White or of European descent,21,1
,7,1,8,3,STEM,300,7,190000,C++;Go;JavaScript;PHP;Python;SQL;HTML;CSS,SQLite,Arduino;ESP8266;Heroku;Linux;Mac OS;Raspberry Pi;Windows Desktop or Server,,12,Male,East Asian,30,5
2,2,4,8,4,STEM,300,10,70000,JavaScript;Perl;PHP;Python;SQL;HTML;CSS;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL,Linux;Windows Desktop or Server,Node.js;React,12,Male,White or of European descent,40,2
,,2,5,3,STEM,15,1,28800,JavaScript;Matlab;SQL;VB.NET;HTML,SQL Server;MySQL,,,12,Male,White or of European descent,21,1
4,2,3,7,1,STEM,15,4,45000,C;C++;JavaScript;Python;SQL;HTML;CSS,SQL Server;PostgreSQL;IBM Db2,Google Cloud Platform/App Engine;Windows Desktop or Server,Hadoop;Node.js;React;TensorFlow,12,Male,White or of European descent,30,1
2,,2,10,3,STEM,60,1,65000,C#;CoffeeScript;Java;JavaScript;PHP;SQL;TypeScript;HTML;CSS;Bash/Shell,SQL Server;MySQL,,Angular;.NET Core,12,Male,White or of European descent,21,2
2,1,1,6,1,STEM,7500,7,58000,Java;JavaScript;Lua;SQL;HTML;CSS,SQL Server,Windows Desktop or Server,Node.js;Spring,12,Male,White or of European descent,30,2
,1,1,3,4,STEM,750,7,74000,Java;PHP;SQL,MySQL,Linux,,8,Male,,50,2
,2,2,7,1,STEM,5,7,70000,JavaScript;Perl;PHP;SQL;HTML;CSS;Bash/Shell,MySQL;Amazon RDS/Aurora,AWS;WordPress,,8,Male,White or of European descent,30,2
,,1,3,4,STEM,60,4,120000,R;SQL;VBA,SQL Server,,,12,Male,White or of European descent,30,4
,1,,3,4,STEM,60,4,100000,C++;Python;R,,Windows Desktop or Server,,8,Male,White or of European descent,30,3
1,3,5,6,1,NON-STEM,15,19,80000,JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,Redis;SQL Server;MySQL;MariaDB;Memcached,Drupal;Linux;WordPress,.NET Core,12,Male,White or of European descent,40,3
1,1,1,9,3,STEM,3000,1,60000,C;C++;C#;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,SQL Server,iOS,.NET Core,8,Male,East Asian,21,2
3,6,5,14,3,STEM,3000,10,75000,C++;C#;CoffeeScript;Java;JavaScript;Python;Ruby;SQL;TypeScript;VB.NET;Cobol;HTML;CSS;Bash/Shell,MongoDB;SQL Server;PostgreSQL;SQLite;Oracle,Android;AWS;Linux;Raspberry Pi;SharePoint;Windows Desktop or Server,Angular;.NET Core;Node.js,12,Male,White or of European descent,30,2
3,4,6,7,3,STEM,3000,10,220000,Groovy;Java;JavaScript;Python;SQL;HTML;Bash/Shell,Cassandra;MySQL;SQLite;Apache Hive;Amazon RDS/Aurora;Elasticsearch,AWS;Google Cloud Platform/App Engine;Linux;Mac OS,Node.js;React;Spring,12,Non-Male,Other,40,6
2,2,4,4,3,STEM,300,4,88000,C#;JavaScript;SQL;Bash/Shell,MySQL;PostgreSQL;Memcached;Amazon Redshift,Amazon Echo;AWS,.NET Core;Node.js,14,Male,White or of European descent,30,3
3,,2,6,3,STEM,750,30,92000,C#;JavaScript;SQL;TypeScript;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",,Angular;Node.js;Cordova,8,,,50,3
,,4,6,3,STEM,3000,4,100000,JavaScript;Python;R;SQL;HTML;Bash/Shell,SQL Server;PostgreSQL;Apache Hive;Amazon Redshift,,,12,Male,White or of European descent,30,3
1,,2,5,3,STEM,15,4,75000,JavaScript;PHP;SQL;HTML;CSS,MySQL;MariaDB,,Node.js,12,Male,White or of European descent,30,2
1,1,2,6,1,NON-STEM,20000,30,130000,C#;JavaScript;SQL;VBA;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Windows Desktop or Server,.NET Core,12,Male,White or of European descent,60,4
,2,1,7,3,STEM,20000,10,90000,C#;Java;PHP;SQL;VB.NET;HTML;CSS,MySQL,Raspberry Pi;Windows Desktop or Server,,8,Male,White or of European descent,50,3
2,3,1,6,4,NON-STEM,60,4,82000,JavaScript;Python;R;SQL;HTML;CSS,SQL Server,AWS;Linux;Mac OS,Django;TensorFlow,12,Male,White or of European descent,40,3
1,1,2,3,1,STEM,15,16,125000,PHP;SQL;Bash/Shell,MySQL;SQLite,Linux,Node.js,12,Male,White or of European descent,60,4
1,,2,9,4,NON-STEM,60,4,60000,Groovy;JavaScript;PHP;Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;PostgreSQL,,Node.js,12,Male,White or of European descent,30,2
2,7,6,7,4,STEM,60,4,75000,Groovy;Java;Python;R;Ruby;SQL;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB;Neo4j,Amazon Echo;AWS;Heroku;Linux;Mac OS;Windows Desktop or Server;Firebase,Node.js;Spark,12,Male,Hispanic or Latino/Latina,30,2
1,4,4,17,1,STEM,60,7,40000,C;C++;C#;Java;Lua;Perl;PHP;Python;Rust;SQL;VBA;VB.NET;Visual Basic 6;Delphi/Object Pascal;HTML;CSS;Bash/Shell,SQL Server;MySQL;PostgreSQL;MariaDB,Android;Linux;Raspberry Pi;Windows Desktop or Server,.NET Core,14,Male,White or of European descent,30,1
,2,3,4,1,STEM,300,4,90000,JavaScript;PHP;HTML;CSS,SQL Server;MySQL;Elasticsearch,Linux;WordPress,,8,Male,White or of European descent,21,3
2,,2,4,4,NON-STEM,300,10,150000,JavaScript;Python;HTML;CSS,SQL Server;PostgreSQL,,Hadoop;Spark,8,Male,White or of European descent,40,4
1,3,1,5,3,NON-STEM,5,7,52000,JavaScript;PHP;SQL;HTML;CSS,MySQL,AWS;Drupal;Linux,Node.js,14,Male,White or of European descent,30,2
1,3,6,5,3,,60,4,71000,Python;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL;SQLite;Memcached;Amazon RDS/Aurora,AWS;Linux;Mac OS,Django,12,Male,White or of European descent,40,2
2,4,1,12,3,STEM,750,1,145000,C++;Go;Java;JavaScript;Python;Ruby;Scala;SQL;Kotlin;HTML;CSS;Bash/Shell,MongoDB,Android;AWS;iOS;Linux,Node.js;React,8,Male,White or of European descent,21,4
1,3,2,4,3,STEM,750,7,147000,Go;Python;Ruby;Bash/Shell,MongoDB;Amazon Redshift,AWS;Google Cloud Platform/App Engine;Linux,React,12,Non-Male,Other,30,4
1,1,2,5,4,STEM,60,19,145000,Java;Python;R;SQL;VBA,MySQL;Neo4j,Android,Django,12,Male,White or of European descent,40,4
3,2,,9,4,STEM,15,10,70000,JavaScript;Matlab;Python;Swift;TypeScript;Kotlin;HTML;CSS;Bash/Shell,,Linux;Mac OS,Node.js;React;TensorFlow,12,Male,White or of European descent,30,2
2,2,1,11,4,STEM,20000,7,103000,C;C++;C#;Java;JavaScript;Matlab;PHP;Python;HTML;CSS;Bash/Shell,SQL Server,Linux;Windows Desktop or Server,.NET Core;Node.js,12,Male,Hispanic or Latino/Latina,30,4
,4,2,9,3,STEM,5,7,78000,C#;Java;JavaScript;PHP;SQL;VB.NET;HTML;CSS;Bash/Shell,SQL Server;MySQL,Linux;Mac OS;Windows Desktop or Server;Windows Phone,,14,Male,Black or of African descent,40,3
,,2,3,2,STEM,3000,22,117000,SQL;VBA;Bash/Shell,SQL Server;Oracle,,,8,Male,White or of European descent,40,4
,3,9,3,4,STEM,5,16,175000,C;Python;Bash/Shell,Cassandra;MongoDB;Redis;PostgreSQL;SQLite;Memcached;Amazon Redshift;Neo4j;Elasticsearch,AWS;Linux;Raspberry Pi,,12,Male,Other,40,5
1,3,4,9,3,NON-STEM,60,4,90000,CoffeeScript;JavaScript;Python;R;Ruby;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;Amazon Redshift,AWS;Heroku;Linux,React,12,Male,White or of European descent,30,3
,,4,4,3,,20000,7,65786,Python;R;SQL;VBA,SQL Server;MySQL;Oracle;Elasticsearch,,,12,Male,White or of European descent,30,2
1,,1,2,4,STEM,20000,4,80000,JavaScript;R,SQLite,,Node.js,12,Male,Other,30,3
1,3,1,8,3,STEM,15,1,61000,Assembly;C;C++;Clojure;Matlab;Python;SQL;Bash/Shell,MySQL,Arduino;Linux;Mac OS,TensorFlow,8,Male,White or of European descent,21,2
4,1,3,6,3,STEM,60,4,55000,C#;JavaScript;VBA;VB.NET;HTML;CSS,"SQL Server;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc)",SharePoint,Angular;.NET Core;Node.js;React,14,Male,White or of European descent,30,2
,4,1,6,4,STEM,300,13,83000,C#;JavaScript;PHP;SQL;HTML;CSS,SQL Server,Azure;Linux;Raspberry Pi;Windows Desktop or Server,,12,Male,White or of European descent,40,3
6,5,8,12,3,STEM,20000,4,80000,C++;Go;Haskell;Java;JavaScript;Python;R;Rust;Scala;HTML;CSS;Bash/Shell,MongoDB;Redis;PostgreSQL;Amazon DynamoDB;Apache Hive;Amazon RDS/Aurora;Neo4j;Elasticsearch,Android;AWS;Linux;Mac OS;Raspberry Pi,Hadoop;React;Spark;Spring;TensorFlow;Torch/PyTorch,12,Male,White or of European descent,30,3
,1,3,7,3,STEM,60,25,156000,C#;Java;JavaScript;Kotlin;HTML;CSS;Bash/Shell,SQL Server;Google Cloud Storage;Elasticsearch,Windows Desktop or Server,,8,Male,White or of European descent,50,5
4,4,3,10,3,NON-STEM,3000,1,63000,C#;Go;Java;JavaScript;Python;SQL;VB.NET;HTML;CSS;Bash/Shell,Cassandra;SQL Server;Elasticsearch,AWS;Mac OS;Windows Desktop or Server;WordPress,Angular;.NET Core;React;Spring,12,Non-Male,Hispanic or Latino/Latina,30,2
1,3,5,9,4,NON-STEM,300,10,80000,C;C#;JavaScript;Perl;PHP;Python;SQL;HTML;Bash/Shell,MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB,Linux;Salesforce;Windows Desktop or Server,Node.js,12,Male,White or of European descent,50,3
